,Weight_in_gms,Cost_of_the_Product,Discount_offered,Warehouse_block_D,Warehouse_block_B,Warehouse_block_A,Product_importance,Prior_purchases,Mode_of_Shipment,Customer_care_calls,Gender,Target
10773,0.10401753104455805,0.5934579439252335,0.016666666666666666,0.0,1.0,0.0,0.5,0.49999999999999994,1.0,0.6000000000000001,0.0,0
7067,0.5998539079620161,0.3271028037383178,0.05,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.2,1.0,0
6429,0.4617969320672023,0.5,0.016666666666666666,0.0,1.0,0.0,0.5,0.16666666666666669,0.5,0.6000000000000001,0.0,1
5438,0.44411979547114677,0.7803738317757009,0.1,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.4,1.0,1
7911,0.5757487216946676,0.6682242990654205,0.1,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.2,1.0,0
3683,0.4486486486486486,0.7663551401869159,0.15,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.4,1.0,1
1586,0.18086194302410516,0.397196261682243,0.9666666666666666,0.0,0.0,1.0,1.0,0.0,1.0,0.4,1.0,1
3757,0.7301680058436815,0.4299065420560748,0.0,0.0,0.0,0.0,0.5,0.49999999999999994,1.0,0.4,0.0,1
5023,0.009495982468955444,0.8317757009345793,0.08333333333333334,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,1.0,0
2554,0.2682249817384952,0.7850467289719626,0.36666666666666664,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,0.0,1
8348,0.08400292184075966,0.850467289719626,0.08333333333333334,0.0,0.0,1.0,1.0,0.3333333333333333,0.5,0.8,1.0,0
5799,0.614609203798393,0.3691588785046729,0.016666666666666666,0.0,1.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,0
1294,0.1642074506939372,0.4392523364485982,0.016666666666666666,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
2383,0.050840029218407606,0.3130841121495327,0.4666666666666667,0.0,0.0,0.0,0.5,0.49999999999999994,1.0,0.4,1.0,1
8093,0.6718772826880934,0.6074766355140188,0.016666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6000000000000001,0.0,0
966,0.0685171658144631,0.3130841121495327,0.7999999999999999,1.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.4,0.0,1
9971,0.5465303140978817,0.19158878504672894,0.11666666666666667,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,0.0,0
1285,0.17677136596055512,0.46728971962616817,0.6166666666666666,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.6000000000000001,1.0,1
4107,0.6658875091307523,0.05607476635514019,0.15,0.0,1.0,0.0,0.5,0.0,0.0,0.2,0.0,1
3078,0.0036523009495982584,0.18224299065420557,0.9833333333333333,1.0,0.0,0.0,0.5,0.0,1.0,0.4,1.0,1
8179,0.5140978816654492,0.602803738317757,0.016666666666666666,0.0,0.0,0.0,0.5,0.0,1.0,0.4,1.0,1
10114,0.4784514243973703,0.28037383177570097,0.15,0.0,0.0,0.0,1.0,0.0,0.5,0.2,1.0,0
7563,0.5038714390065742,0.836448598130841,0.08333333333333334,0.0,1.0,0.0,0.5,0.49999999999999994,1.0,0.4,0.0,0
2155,0.20759678597516432,0.5420560747663551,0.45,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.4,1.0,1
10463,0.014609203798392978,0.7523364485981309,0.08333333333333334,0.0,0.0,0.0,1.0,0.49999999999999994,1.0,0.6000000000000001,0.0,0
10829,0.4619430241051863,0.48130841121495327,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4,1.0,1
768,0.13352812271731188,0.21028037383177567,0.016666666666666666,1.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,1
5440,0.6242512783053323,0.602803738317757,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,1
848,0.1560262965668371,0.4439252336448598,0.9833333333333333,0.0,0.0,1.0,0.0,0.16666666666666669,1.0,0.2,0.0,1
10063,0.7126369612856099,0.6822429906542057,0.016666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.4,1.0,0
867,0.2631117604090577,0.7710280373831776,0.15,0.0,1.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,1
7855,0.7155588020452885,0.5280373831775701,0.08333333333333334,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,1
3652,0.5732651570489409,0.4158878504672897,0.0,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,0.0,0
2248,0.36391526661796936,0.43457943925233644,0.2,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,1.0,1
5494,0.570781592403214,0.6728971962616822,0.13333333333333333,0.0,0.0,0.0,0.5,1.0,0.0,0.2,0.0,0
6293,0.09802775748721695,0.588785046728972,0.0,0.0,0.0,0.0,0.5,0.49999999999999994,0.5,0.6000000000000001,0.0,0
6444,0.5577794010226442,0.24766355140186913,0.05,1.0,0.0,0.0,0.5,0.16666666666666669,0.0,0.0,0.0,1
10235,0.7091307523739956,0.48130841121495327,0.05,0.0,0.0,0.0,0.5,0.0,1.0,0.4,1.0,0
6096,0.5063550036523009,0.28037383177570097,0.06666666666666667,1.0,0.0,0.0,1.0,0.0,1.0,0.4,1.0,1
9117,0.7056245434623812,0.5280373831775701,0.06666666666666667,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.2,0.0,0
6216,0.06325785244704163,0.9158878504672897,0.11666666666666667,1.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,0.0,0
3896,0.4546384222059898,0.7056074766355139,0.03333333333333334,0.0,0.0,1.0,0.5,0.0,1.0,0.4,1.0,0
7597,0.604236669101534,0.49065420560747663,0.06666666666666667,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.6000000000000001,0.0,0
10229,0.6343316289262235,0.8785046728971962,0.05,0.0,0.0,0.0,1.0,0.49999999999999994,1.0,0.6000000000000001,0.0,1
1583,0.15076698319941564,0.5514018691588785,0.49999999999999994,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.6000000000000001,0.0,1
6959,0.5323593864134405,0.514018691588785,0.0,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.6000000000000001,0.0,0
9038,0.5265157048940833,0.3878504672897196,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.0,0
2223,0.12198685171658144,0.004672897196261683,0.23333333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.4,1.0,1
7482,0.12753834915997078,0.7803738317757009,0.06666666666666667,1.0,0.0,0.0,0.5,0.49999999999999994,1.0,0.4,0.0,0
5012,0.13265157048940832,0.850467289719626,0.11666666666666667,0.0,0.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.0,1
9597,0.5710737764791819,0.8037383177570093,0.1,0.0,1.0,0.0,0.5,0.16666666666666669,0.0,0.2,1.0,0
8675,0.4784514243973703,0.8317757009345793,0.11666666666666667,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,0
1383,0.31818845872899926,0.663551401869159,0.7999999999999999,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.2,0.0,1
6730,0.529145361577794,0.3037383177570093,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0
3496,0.5431701972242513,0.616822429906542,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,1
10690,0.6235208181154127,0.29439252336448596,0.08333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0
8938,0.1412710007304602,0.30841121495327106,0.08333333333333334,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.6000000000000001,0.0,0
6362,0.44645726807888975,0.21962616822429903,0.06666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,0.4,0.0,0
8456,0.6878013148283418,0.13084112149532712,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2,1.0,1
5277,0.07275383491599707,0.8551401869158878,0.03333333333333334,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,0.6000000000000001,0.0,0
616,0.009495982468955444,0.21962616822429903,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.0,1
8989,0.5171658144631117,0.36448598130841126,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.4,0.0,1
6605,0.10168005843681518,0.7616822429906541,0.08333333333333334,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,1.0,1.0,0
165,0.07260774287801314,0.3271028037383178,0.26666666666666666,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.2,0.0,1
1628,0.11964937910883858,0.20560747663551404,0.7999999999999999,0.0,0.0,1.0,1.0,0.16666666666666669,0.5,0.4,0.0,1
1420,0.43652300949598244,0.6261682242990655,0.6333333333333333,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.6000000000000001,0.0,1
7599,0.6927684441197954,0.6962616822429907,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,0.6000000000000001,1.0,0
6807,0.4788897005113222,0.2570093457943925,0.08333333333333334,0.0,1.0,0.0,0.5,0.6666666666666667,1.0,0.2,0.0,0
9790,0.5567567567567567,0.30841121495327106,0.05,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.2,1.0,1
8564,0.5548575602629656,0.4532710280373832,0.03333333333333334,0.0,0.0,1.0,0.5,0.0,1.0,0.2,1.0,1
4123,0.4616508400292184,0.4112149532710281,0.0,0.0,0.0,0.0,1.0,0.16666666666666669,0.0,0.2,1.0,0
3944,0.7016800584368151,0.29439252336448596,0.08333333333333334,0.0,0.0,1.0,1.0,0.0,1.0,0.2,1.0,0
8467,0.6949598246895544,0.7943925233644858,0.08333333333333334,0.0,0.0,0.0,0.5,0.16666666666666669,0.5,0.4,0.0,1
8260,0.13455076698319943,0.7850467289719626,0.13333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.8,0.0,1
309,0.3050401753104456,0.7943925233644858,0.8666666666666666,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,0.0,1
2471,0.11701972242512784,0.21962616822429903,0.18333333333333335,0.0,0.0,0.0,1.0,0.16666666666666669,0.0,0.6000000000000001,1.0,1
4860,0.5690284879474069,0.5420560747663551,0.03333333333333334,1.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,1.0,0
384,0.3100073046018992,0.6542056074766355,0.36666666666666664,1.0,0.0,0.0,0.0,0.0,0.5,0.4,1.0,1
7666,0.46325785244704165,0.6915887850467289,0.1,0.0,0.0,0.0,0.5,0.16666666666666669,0.5,0.4,0.0,0
435,0.12344777209642074,0.07476635514018692,0.35,0.0,1.0,0.0,0.0,0.0,1.0,0.2,1.0,1
9121,0.49101533966398836,0.5327102803738317,0.05,0.0,0.0,0.0,1.0,0.8333333333333333,1.0,0.6000000000000001,0.0,0
7263,0.6689554419284149,0.3411214953271028,0.13333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.8,1.0,0
4824,0.06238130021913804,0.883177570093458,0.15,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.6000000000000001,0.0,0
1033,0.3922571219868517,0.47663551401869153,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1
3298,0.4994886778670562,0.6869158878504672,0.05,0.0,0.0,0.0,1.0,0.16666666666666669,0.0,0.6000000000000001,1.0,1
4400,0.4787436084733382,0.7429906542056074,0.03333333333333334,0.0,0.0,1.0,0.5,0.6666666666666667,0.0,0.4,1.0,1
3440,0.6430971512052593,0.383177570093458,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.4,1.0,0
9565,0.47436084733382033,0.26635514018691586,0.11666666666666667,0.0,0.0,0.0,0.5,0.0,0.5,0.4,0.0,0
2851,0.32739225712198683,0.5186915887850467,0.016666666666666666,0.0,0.0,0.0,0.5,0.0,0.5,0.4,1.0,1
8905,0.12710007304601897,0.663551401869159,0.0,0.0,0.0,0.0,0.5,0.49999999999999994,0.0,0.6000000000000001,1.0,1
4397,0.6426588750913075,0.21962616822429903,0.15,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.6000000000000001,0.0,0
6407,0.44338933528122715,0.5280373831775701,0.016666666666666666,0.0,0.0,0.0,0.0,0.16666666666666669,1.0,0.2,0.0,1
4257,0.44222059897735577,0.6682242990654205,0.15,0.0,1.0,0.0,0.5,0.0,0.0,0.4,0.0,0
5926,0.5739956172388605,0.49532710280373826,0.06666666666666667,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.8,0.0,0
8484,0.6032140248356465,0.07943925233644866,0.05,1.0,0.0,0.0,1.0,0.0,0.5,0.8,0.0,1
7879,0.5013878743608473,0.46728971962616817,0.15,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,1.0,1
6146,0.6965668371073777,0.6448598130841122,0.13333333333333333,0.0,0.0,1.0,1.0,0.3333333333333333,0.5,0.4,1.0,0
1571,0.021037253469685907,0.2570093457943925,0.18333333333333335,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.6000000000000001,1.0,1
9493,0.4565376186997808,0.677570093457944,0.15,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.4,0.0,1
144,0.0787436084733382,0.28971962616822433,0.8333333333333333,1.0,0.0,0.0,1.0,0.16666666666666669,0.0,0.0,0.0,1
2461,0.38670562454346236,0.7009345794392524,0.43333333333333335,0.0,0.0,0.0,0.5,0.16666666666666669,0.0,0.2,1.0,1
10001,0.6721694667640613,0.5981308411214953,0.15,0.0,0.0,0.0,1.0,0.49999999999999994,0.0,0.8,1.0,0
9474,0.6859021183345507,0.5841121495327103,0.15,1.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.2,1.0,1
7227,0.7272461650840029,0.24766355140186913,0.13333333333333333,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,1.0,0
5208,0.535573411249087,0.4112149532710281,0.11666666666666667,1.0,0.0,0.0,0.5,0.16666666666666669,0.0,0.4,0.0,0
6422,0.46910153396639886,0.7570093457943924,0.03333333333333334,0.0,0.0,1.0,0.5,0.3333333333333333,0.5,0.2,0.0,1
10294,0.7028487947406866,0.397196261682243,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.2,0.0,0
6109,0.6962746530314098,0.5607476635514018,0.11666666666666667,0.0,0.0,0.0,0.5,0.0,1.0,0.4,0.0,1
7783,0.6768444119795471,0.6915887850467289,0.13333333333333333,0.0,0.0,0.0,0.5,0.16666666666666669,0.5,0.8,1.0,0
2128,0.4308254200146092,0.663551401869159,0.35,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.4,0.0,1
7986,0.4778670562454346,0.6401869158878505,0.1,1.0,0.0,0.0,1.0,0.8333333333333333,1.0,0.4,1.0,1
5977,0.6984660336011688,0.7289719626168224,0.05,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,0
8861,0.11307523739956174,0.7663551401869159,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,0.0,0
5613,0.622936449963477,0.3598130841121495,0.05,0.0,1.0,0.0,0.5,0.16666666666666669,0.0,0.6000000000000001,1.0,1
4569,0.5574872169466764,0.1869158878504673,0.1,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.4,1.0,1
4527,0.5710737764791819,0.36448598130841126,0.05,0.0,1.0,0.0,1.0,0.6666666666666667,0.0,0.2,0.0,1
1499,0.4252739225712199,0.8785046728971962,0.13333333333333333,0.0,0.0,0.0,0.5,0.6666666666666667,0.5,0.6000000000000001,1.0,1
3558,0.44923301680058436,0.5327102803738317,0.08333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0
5324,0.6987582176771366,0.3691588785046729,0.05,0.0,0.0,1.0,1.0,0.16666666666666669,0.5,0.4,0.0,0
9376,0.566691015339664,0.6495327102803737,0.15,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.6000000000000001,1.0,0
3623,0.6964207450693937,0.2757009345794392,0.03333333333333334,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,0.0,0
912,0.05624543462381301,0.3037383177570093,0.08333333333333334,1.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,1
6049,0.11380569758948136,0.6682242990654205,0.0,0.0,0.0,0.0,0.5,0.49999999999999994,1.0,0.4,0.0,1
4432,0.6762600438276114,0.21962616822429903,0.03333333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.0,1
4406,0.4669101533966399,0.8084112149532711,0.06666666666666667,0.0,0.0,1.0,1.0,0.16666666666666669,1.0,0.2,1.0,1
9231,0.5460920379839299,0.6495327102803737,0.05,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,0
4909,0.5691745799853908,0.7523364485981309,0.08333333333333334,0.0,0.0,0.0,0.5,0.0,0.5,0.2,1.0,1
2281,0.20058436815193573,0.4439252336448598,0.6833333333333332,0.0,0.0,0.0,0.0,0.16666666666666669,1.0,0.2,0.0,1
7088,0.7012417823228634,0.5514018691588785,0.13333333333333333,0.0,0.0,1.0,1.0,0.49999999999999994,1.0,0.4,1.0,0
1091,0.0454346238130022,0.2710280373831776,0.7499999999999999,0.0,0.0,0.0,1.0,0.16666666666666669,0.0,0.2,1.0,1
9464,0.47216946676406135,0.6401869158878505,0.15,0.0,0.0,1.0,1.0,0.16666666666666669,0.0,0.6000000000000001,0.0,1
7086,0.6971512052593134,0.7943925233644858,0.03333333333333334,1.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.4,1.0,1
7144,0.11102994886778669,0.850467289719626,0.08333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.8,0.0,0
6633,0.5907962016070124,0.6588785046728972,0.11666666666666667,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
5335,0.5449233016800584,0.5560747663551401,0.016666666666666666,0.0,0.0,0.0,0.5,0.16666666666666669,0.5,0.6000000000000001,0.0,1
5720,0.0401753104455807,0.9766355140186916,0.03333333333333334,0.0,0.0,1.0,0.5,0.3333333333333333,1.0,0.8,1.0,0
7573,0.5367421475529583,0.2710280373831776,0.08333333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,1
272,0.012563915266617959,0.2429906542056075,0.7,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.0,1
1603,0.4248356464572681,0.850467289719626,0.05,0.0,0.0,0.0,0.5,0.6666666666666667,1.0,0.4,1.0,1
4271,0.5094229364499635,0.20560747663551404,0.08333333333333334,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,1.0,1
10329,0.5558802045288532,0.4439252336448598,0.11666666666666667,0.0,1.0,0.0,1.0,0.0,1.0,0.4,0.0,1
1853,0.2043827611395179,0.4392523364485982,0.1,0.0,0.0,0.0,1.0,0.8333333333333333,1.0,0.2,0.0,1
887,0.027173119065010964,0.25233644859813087,0.3333333333333333,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.6000000000000001,1.0,1
7823,0.6128560993425858,0.7523364485981309,0.05,0.0,0.0,0.0,1.0,0.16666666666666669,0.0,0.2,1.0,1
6187,0.6262965668371073,0.8598130841121495,0.13333333333333333,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.4,1.0,1
7926,0.47421475529583634,0.6682242990654205,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.4,0.0,0
3894,0.5304601899196494,0.4719626168224299,0.1,1.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.0,0.0,0
8653,0.11570489408327247,0.7429906542056074,0.13333333333333333,0.0,0.0,0.0,0.5,0.49999999999999994,1.0,0.4,0.0,1
5290,0.6981738495252009,0.4579439252336448,0.05,0.0,0.0,0.0,1.0,0.0,1.0,0.4,1.0,1
495,0.17867056245434623,0.4719626168224299,0.7333333333333333,0.0,1.0,0.0,0.5,0.49999999999999994,1.0,0.2,1.0,1
4550,0.06530314097881665,0.24766355140186913,0.0,0.0,0.0,1.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
3160,0.4807888970051132,0.1261682242990655,0.06666666666666667,0.0,0.0,0.0,1.0,0.49999999999999994,0.0,0.2,0.0,0
1242,0.2951059167275384,0.7196261682242991,0.7333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,1
178,0.43739956172388605,0.44859813084112143,0.016666666666666666,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.2,0.0,1
4090,0.00847333820306792,0.4299065420560748,0.016666666666666666,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.2,1.0,1
338,0.29043097151205255,0.7710280373831776,0.23333333333333334,0.0,0.0,1.0,1.0,0.16666666666666669,1.0,0.2,1.0,1
6311,0.12052593133674214,0.8084112149532711,0.13333333333333333,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.8,1.0,0
10045,0.518772826880935,0.6728971962616822,0.1,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.6000000000000001,1.0,1
9623,0.10971512052593133,0.9719626168224299,0.03333333333333334,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.8,1.0,1
534,0.17341124908692476,0.6962616822429907,0.9999999999999999,1.0,0.0,0.0,0.5,0.16666666666666669,0.5,0.2,0.0,1
7063,0.5051862673484295,0.3878504672897196,0.13333333333333333,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.2,0.0,1
496,0.1858290723155588,0.5607476635514018,0.18333333333333335,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,1
7310,0.5794010226442659,0.5700934579439253,0.15,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.4,0.0,0
9457,0.025858290723155597,0.7663551401869159,0.06666666666666667,0.0,0.0,0.0,0.5,0.49999999999999994,0.0,0.4,0.0,1
2560,0.31205259313367417,0.5607476635514018,0.06666666666666667,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.6000000000000001,0.0,1
5766,0.02746530314097881,0.7149532710280374,0.016666666666666666,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.8,1.0,1
7369,0.5453615777940102,0.5373831775700935,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.6000000000000001,0.0,0
7550,0.6651570489408327,0.5654205607476636,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,1
7305,0.7123447772096421,0.6355140186915887,0.05,0.0,1.0,0.0,0.5,0.6666666666666667,1.0,0.8,1.0,0
5347,0.5723886048210373,0.7663551401869159,0.15,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.4,1.0,0
4862,0.6660336011687363,0.5934579439252335,0.15,0.0,0.0,1.0,0.5,0.16666666666666669,1.0,0.4,0.0,1
1137,0.3871439006574142,0.7242990654205607,0.9666666666666666,0.0,1.0,0.0,1.0,0.16666666666666669,1.0,0.2,1.0,1
6377,0.4765522279035792,0.6588785046728972,0.016666666666666666,0.0,0.0,0.0,0.5,0.0,1.0,0.2,0.0,1
10698,0.4658875091307524,0.7242990654205607,0.11666666666666667,1.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.6000000000000001,1.0,1
10144,0.09072315558802044,0.6401869158878505,0.05,0.0,0.0,0.0,1.0,0.49999999999999994,0.0,0.6000000000000001,1.0,0
9564,0.6046749452154857,0.588785046728972,0.016666666666666666,1.0,0.0,0.0,1.0,0.16666666666666669,0.5,0.4,1.0,0
4775,0.6194302410518626,0.7897196261682243,0.03333333333333334,0.0,0.0,0.0,1.0,0.16666666666666669,0.5,0.2,0.0,0
10763,0.12710007304601897,0.7616822429906541,0.1,0.0,0.0,0.0,0.5,0.49999999999999994,1.0,0.6000000000000001,0.0,1
3104,0.23842220598977357,0.8271028037383178,0.9166666666666666,0.0,0.0,1.0,0.5,0.16666666666666669,1.0,0.0,1.0,1
2502,0.014755295836376914,0.20560747663551404,0.7833333333333333,1.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,1
8154,0.4411979547114683,0.4439252336448598,0.11666666666666667,1.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,1
9089,0.07348429510591672,0.9906542056074766,0.016666666666666666,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.0,0
8912,0.028487947406866332,0.6214953271028038,0.0,0.0,0.0,1.0,0.5,0.49999999999999994,0.0,0.6000000000000001,0.0,0
2499,0.4210372534696859,0.6728971962616822,0.11666666666666667,0.0,1.0,0.0,0.5,0.0,1.0,0.2,1.0,1
8817,0.729145361577794,0.19158878504672894,0.08333333333333334,0.0,1.0,0.0,0.5,1.0,1.0,0.8,0.0,1
8251,0.5890430971512053,0.6074766355140188,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001,0.0,0
2666,0.13469685902118336,0.19626168224299068,0.7999999999999999,0.0,0.0,1.0,0.5,0.16666666666666669,1.0,0.2,1.0,1
3395,0.5281227173119065,0.5981308411214953,0.08333333333333334,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.8,1.0,0
2692,0.39079620160701245,0.4439252336448598,0.18333333333333335,0.0,0.0,0.0,1.0,0.16666666666666669,1.0,0.4,0.0,1
8034,0.025858290723155597,0.9018691588785047,0.0,1.0,0.0,0.0,0.5,0.49999999999999994,1.0,1.0,1.0,0
3066,0.019868517165814475,0.28971962616822433,0.6666666666666666,1.0,0.0,0.0,0.0,0.16666666666666669,1.0,0.2,1.0,1
3214,0.44222059897735577,0.2289719626168224,0.13333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.6000000000000001,0.0,0
10187,0.10971512052593133,0.6869158878504672,0.1,0.0,0.0,0.0,1.0,0.6666666666666667,1.0,0.6000000000000001,1.0,0
8686,0.6227903579254931,0.25233644859813087,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0
8981,0.6872169466764061,0.4112149532710281,0.15,0.0,0.0,0.0,0.5,0.16666666666666669,1.0,0.4,0.0,1
2081,0.3782322863403944,0.7383177570093459,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1
8610,0.08005843681519356,0.616822429906542,0.13333333333333333,1.0,0.0,0.0,0.5,0.49999999999999994,0.5,0.6000000000000001,0.0,1
4752,0.44835646457268075,0.822429906542056,0.15,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0
4582,0.6413440467494521,0.677570093457944,0.03333333333333334,0.0,0.0,0.0,1.0,0.0,1.0,0.6000000000000001,0.0,1
942,0.14886778670562453,0.6495327102803737,0.8166666666666667,1.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.4,1.0,1
2726,0.053031409788166534,0.14018691588785048,0.03333333333333334,0.0,0.0,1.0,0.0,0.3333333333333333,0.5,0.0,0.0,1
5058,0.7279766252739226,0.5607476635514018,0.05,1.0,0.0,0.0,0.5,0.0,0.5,0.4,0.0,0
7660,0.7094229364499635,0.588785046728972,0.05,0.0,0.0,0.0,1.0,0.16666666666666669,0.5,0.4,1.0,0
10268,0.4778670562454346,0.47663551401869153,0.016666666666666666,0.0,0.0,1.0,0.5,0.16666666666666669,0.5,0.4,1.0,0
2151,0.0033601168736303866,0.2757009345794392,0.6499999999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.6000000000000001,0.0,1
8591,0.49510591672753834,0.22429906542056077,0.08333333333333334,0.0,0.0,0.0,1.0,1.0,1.0,0.4,1.0,1
6764,0.6651570489408327,0.3551401869158879,0.15,0.0,0.0,1.0,1.0,0.6666666666666667,1.0,0.8,0.0,1
807,0.03097151205259313,0.1869158878504673,0.8666666666666666,0.0,1.0,0.0,0.5,0.6666666666666667,0.5,0.0,0.0,1
